Author:,Le73,,,
Nucleus:,28Si,,,
Reaction:,"(3He,d)",,,
Type:,stripping,,,
BA:,"7,418",,,
BA1:,"7,567",,,
E,n,l,JP,C2S
0,2,0,"0,5","0,5"
"1383,55",1,2,"1,5","0,5"
"1953,91",1,2,"2,5","0,06999999999999999"
"3105,9",1,2,"2,5","0,02"
"3447,6",1,3,"-3,5","0,2"
4343,2,1,"-1,5","0,16"
4759,2,0,"0,5","0,01"
5740,1,3,"-2,5","0,11"
5968,1,2,"1,5","0,011"
