Author: Kaschl1969   
Nucleus: 32S   
Reaction:  (d.3He)    
Type: pickup   
BA  8.86395100000004    
BA1  7.29655699999995    
E n l JP C2S
0 2 0  0.5   1.1 
 1266.13  1 2  1.5   0.68 
 2233.6  1 2  2.5   1.52 
3295 1 2  2.5   0.53 
 4190.9  1 2  2.5   0.53 
 4783.4  1 2  2.5   0.23 
 5256.8  2 0  0.5   0.2 
6410 2 0  0.5   0.32 
