Author: Ma74   
Nucleus: 30Si   
Reaction:    (d.3He)    
Type: pickup   
BA:  8.520654    
BA1:  8.348464    
E n l JP C2S
0 1 2  2.5   3.96 
 1398.05  2 0  0.5   0.68 
 1754.28  1 2  1.5   0.26 
 2224.1  1 2  1.5   0.3 
 2865.7  1 2  1.5   0.65 
 3061.81  1 2  2.5   1.07 
3433 2 0  0.5   0.13 
 3671.7  1 2  2.5   0.25 
 5248.3  1 1  -0.5   1.54 
