Author: Sh76a   
Nucleus: 28Si   
Reaction:  (t.4He)    
Type: pickup   
BA:  7.418    
BA1:  7.127    
E n l JP C2S
0 1 2  2.5   3.4 
 843.76  2 0  0.5   0.72 
 1014.56  1 2  1.5   0.52 
 2212.01  1 4  3.5   0.51 
 2734.9  1 2  2.5   0.4 
2982 1 2  1.5   0.25 
 4054.6  1 1  -0.5   1.4 
 4410.2  1 2  2.5   0.5 


