Author: Kh88   
Nucleus: 34S   
Reaction:  (d.3He)    
Type: pickup   
E n l JP C2S
0 2 0  0.5   1.36 
 1431.6  1 2  1.5   0.73 
 1847.6  1 2  2.5   1.26 
 2538.3  1 2  1.5   0.01 
 3275.3  1 2  1.5   0.15 
 3490.8  1 2  2.5   0.36 
4048 1 2  2.5   1.48 
5049 1 2  2.5   1.91 
5674 2 0  0.5   0.06 
5970 1;2 2;0  2.5;0.5   0.28;0.16 
6432 1 2  2.5   0.42 
6820 1 2  2.5   0.42 
7146 1 2  2.5   0.6 
7564 1 1  -0.5   0.4 
8510 1 1  -0.5   0.5 
