Author: Kh88-2   
Nucleus: 34S   
Reaction:  (d.t)    
Type: pickup   
E n l JP C2S
0 1 2  1.5   2.35 
 840.982  2 0  0.5   0.97 
 1967.19  1 2  2.5   0.07 
 2313.399  1 2  1.5   0.2 
 2867.626  1 2  2.5   1.89 
 3831.6  1 2  2.5   0.87 
 5479.79  2 0  0.5   0.54 
5804 1 2  2.5   0.18 
6363 1 2  2.5   0.27 
6904 1 2  1.5   0.62 
7338 1 2  2.5   0.7 
8234 1 2  2.5   0.41 
 8796.94  1 2  2.5   0.36 
 9435.93  1 2  2.5   0.81 
