Author: Le70   
Nucleus: 34S   
Reaction:  (3He.4He)    
Type: pickup   
E n l JP C2S
0 1 2  1.5   1.9 
 840.982  2 0  0.5   0.65 
 1967.19  1 2  2.5   0.05 
 2313.399  1 2  1.5   0.24 
 2867.626  1 2  2.5   0.9 
 2934.74  1 3  -3.5   0.15 
 2969.18  1 4  3.5   0.07 
 3220.692  1 1  -1.5   0.01 
 3831.6  1 2  2.5   0.5 
 3934.73  1 2  1.5   0.07 
 4917.87  1 1  -0.5   0.03 
 5479.79  2 0  0.5   0.47 
 5621.07  2 0  0.5   0.05 
6362 1 2  2.5   0.23 
