Author: Ab77_2-norm   
Nucleus: 34S   
Reaction:  (d.p)    
Type: stripping   
E n l JP C2S
0 1 2  1.5   0.3696 
 1572.378  2 0  0.5   0.1386 
 1991.28  1 3  -3.5   0.5621 
 2347.789  2 1  -1.5   0.3542 
 2717.00  1 2  2.5   0.0154 
 3421.1  1 2  2.5   0.0231 
 3801.958  2 1  -1.5   0.0616 
 4189.280  2 1  -0.5   0.10010000000000001 
 4903.32  2 1  -0.5   0.3157 
 4963.09  2 1  -1.5   0.13090000000000002 
5058 1 3  -3.5   0.0231 
