Author: Pi84+Va71   
Nucleus: 34S   
Reaction:  (d.p)    
Type: stripping   
E n l JP C2S
0 1 2  1.5   0.43 
 1572.378  2 0  0.5   0.154 
 1991.28  1 3  -3.5   0.841 
 2347.789  2 1  -1.5   0.505 
 3801.958  2 1  -1.5   0.0925 
 4189.280  2 1  -0.5   0.12 
 4903.32  2 1  -0.5   0.776 
 4963.09  2 1  -1.5   0.218 
 6078.48  2 1 -0.5;-1.5  0.086;0.04 
