Author: Pe70   
Nucleus: 30Si   
Reaction:  (p.d)    
Type: pickup   
BA  10.609205    
BA1  8.47358299999999    
E n l JP C2S
0 2 0  0.5   0.68 
 1273.387  1 2  1.5   0.7 
 2028.16  1 2  2.5   1.77 
 2425.97  1 2  1.5   0.13 
 3067.13  1 2  2.5   0.08 
 3623.49  1 3  -3.5   0.17 
 4895.2  1 2  2.5   1.19 
6712 1 2  2.5   0.35 
8331 1 2  2.5   1.66 


