Author:  Oh77 SER b    
Nucleus: 28Si   
Reaction:  (p.d)    
Type: pickup   
BA:  7.418    
BA1:  7.508573    
E n l JP C2S
0 1 2  2.5   3.14 
 780.9  2 0  0.5   0.39 
 957.4  1 2  1.5   0.23 
 2647.6  1 2  2.5   0.29 
 2866.3  1 2  1.5   0.28 
 3540.2  2 0  0.5   0.013 
 4138.1  2 1  -0.5   2.36 
 4289.2  1 2  2.5   0.16 
5227 2 1  -1.5   1.92 


