Author: Ka75   
Nucleus: 32S   
Reaction:  (p.d)    
Type: pickup   
BA  15.044328    
BA1  13.05459    
E n l JP C2S
0 2 0  0.5  1
 1248.87  1 2  1.5   1.25 
 2234.29  1 2  2.5   2.8 
 3077.26  2 0  0.5   0.01 
 3284.67  1 2  2.5   0.74 
4080 1 2  2.5   0.97 
 4450.65  1 3  -3.5   0.06 
4720 1 2  2.5   0.46 
4970 2 1  -1.5   0.01 
 5157.5  2 0  0.5   0.07 
5896 1 2  2.5   0.24 
 6255.3  2 0  0.5   0.2 
7037 1 2  2.5   0.54 
7740 1 1  -0.5  3
